,CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
10368,PI,ELBOW,E6,8.74,5.46,8.03,7.89,0.24,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10369,PI,ELBOW,E4,8.74,5.46,8.12,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10370,PI,ELBOW,E4,8.74,5.46,8.19,7.82,0.047,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10371,PI,ELBOW,E4,8.74,5.46,8.43,8.01,0.053,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10372,PI,ELBOW,E4,8.74,5.46,8.1,8.0,0.176,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10373,PI,ELBOW,E4,8.74,5.46,7.96,7.91,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10374,PI,ELBOW,E4,8.74,5.46,8.91,7.88,0.131,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10375,PI,ELBOW,E4,8.74,5.46,8.03,7.89,0.24,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10377,PI,ELBOW,E3,8.74,5.46,8.12,7.98,0.017,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10380,PI,ELBOW,E3,8.74,5.46,8.39,8.38,0.001,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10382,PI,ELBOW,E3,8.74,5.46,7.99,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10383,PI,ELBOW,E3,8.74,5.46,8.25,8.2,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10386,PI,ELBOW,E4,8.74,5.46,8.12,7.98,0.017,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10389,PI,ELBOW,E4,8.74,5.46,8.39,8.38,0.001,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10391,PI,ELBOW,E4,8.74,5.46,7.99,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10392,PI,ELBOW,E4,8.74,5.46,8.25,8.2,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10395,PI,ELBOW,E7,8.74,5.46,8.12,7.98,0.017,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10398,PI,ELBOW,E7,8.74,5.46,8.39,8.38,0.001,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10400,PI,ELBOW,E7,8.74,5.46,7.99,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10401,PI,ELBOW,E7,8.74,5.46,8.25,8.2,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10404,PI,ELBOW,E2,8.74,5.46,8.12,7.98,0.017,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10407,PI,ELBOW,E2,8.74,5.46,8.39,8.38,0.001,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10409,PI,ELBOW,E2,8.74,5.46,7.99,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10410,PI,ELBOW,E2,8.74,5.46,8.25,8.2,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10413,PI,ELBOW,E8,8.74,5.46,8.12,7.98,0.017,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10416,PI,ELBOW,E8,8.74,5.46,8.39,8.38,0.001,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10418,PI,ELBOW,E8,8.74,5.46,7.99,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10419,PI,ELBOW,E8,8.74,5.46,8.25,8.2,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10422,PI,ELBOW,E9,8.74,5.46,8.12,7.98,0.017,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10425,PI,ELBOW,E9,8.74,5.46,8.39,8.38,0.001,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10427,PI,ELBOW,E9,8.74,5.46,7.99,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10428,PI,ELBOW,E9,8.74,5.46,8.25,8.2,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10431,PI,ELBOW,E6,8.74,5.46,8.12,7.98,0.017,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10434,PI,ELBOW,E6,8.74,5.46,8.39,8.38,0.001,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10436,PI,ELBOW,E6,8.74,5.46,7.99,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10437,PI,ELBOW,E6,8.74,5.46,8.25,8.2,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10440,PI,ELBOW,E5,8.74,5.46,8.12,7.98,0.017,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10443,PI,ELBOW,E5,8.74,5.46,8.39,8.38,0.001,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10445,PI,ELBOW,E5,8.74,5.46,7.99,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10446,PI,ELBOW,E5,8.74,5.46,8.25,8.2,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10449,PI,ELBOW,E1,8.74,5.46,8.12,7.98,0.017,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10452,PI,ELBOW,E1,8.74,5.46,8.39,8.38,0.001,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10454,PI,ELBOW,E1,8.74,5.46,7.99,7.9,0.011,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10455,PI,ELBOW,E1,8.74,5.46,8.25,8.2,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10506,PI,ELBOW,E2,5.54,1.8,5.05,5.0,0.009,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,50.0,5.54,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.032
10507,PI,ELBOW,E2,6.35,1.8,6.36,6.2,0.03,218563.8,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL8,FS,25.0,6.35,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.002
10509,PI,ELBOW,E2,6.35,1.8,6.13,6.1,0.005,218563.8,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL8,FS,25.0,6.35,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.002
10510,PI,ELBOW,E3,6.35,1.8,6.36,6.2,0.03,218563.8,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL8,FS,25.0,6.35,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.002
10512,PI,ELBOW,E3,6.35,1.8,6.13,6.1,0.005,218563.8,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL8,FS,25.0,6.35,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.002
10513,PI,ELBOW,E1,6.35,1.8,6.36,6.2,0.03,218563.8,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL8,FS,25.0,6.35,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.002
10515,PI,ELBOW,E1,6.35,1.8,6.13,6.1,0.005,218563.8,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL8,FS,25.0,6.35,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.002
10546,PI,ELBOW,DL-E1,8.74,5.37,9.1,9.44,0.025,199258.48,0.0,ASME B31.3,38196.96,148.89,A815 CL WP-S S31803,AFS,50.0,8.74,5860.58,137.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.001
10553,PI,ELBOW ,CUI-TPE1,6.02,2.3,6.09,5.99,0.107,137895.14,3.0,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,100.0,6.02,4254.07,-12.22,1.0,1.292074,37.801248,773.154477,180.05916,37.993044,13.759005,1121.318835,1.352835,43.828884,10.339095,143.041187,0.001802,0.37993,7.732,1.800592,0.378012,0.13759,11.213188,0.014,0.438,0.103391,1.430412,1.8e-05,CS,FS,2376.364,23.763732,0.079
10560,PI,ELBOW,E2,3.38,1.8,3.25,3.25,0.0,115142.44,0.0,ASME B31.3,1103.16,60.0,A403 Gr WP 316L,AS,25.0,3.38,689.48,54.83,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,SS,AS,2932.967,29.329836,0.005
10561,PI,ELBOW,E1,3.38,1.8,3.14,3.14,0.0,115142.44,0.0,ASME B31.3,5067.65,60.0,A403 Gr WP 316L,AS,25.0,3.38,827.37,54.83,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,SS,AS,2932.967,29.329836,0.005
10637,PI,REDUCER,R1,6.02,2.3,9.42,8.34,0.096,137895.14,3.0,ASME B31.3,1827.11,121.11,A420 Gr WPL6,FS,100.0,6.02,692.92,147.22,1.0,1.43354,33.2737,1645.13781,135.874302,31.06514,15.38238,839.346929,12.405998,323.93922,13.17459,109.162431,3.574374,0.310651,16.451,1.358743,0.332737,0.153824,8.393469,0.124,3.239,0.131746,1.091624,0.035744,CS,FS,3211.277,32.111539,0.138
10640,PI,REDUCER,R1,9.52,7.04,10.77,10.48,0.031,199258.48,0.0,ASME B31.3,20684.4,132.22,A815 CL WP-S S31803,AFS,125.0,9.52,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
10642,PI,REDUCER,R1,7.11,3.81,7.96,7.86,0.009,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,150.0,7.11,10340.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.08
10645,PI,REDUCER,R1,5.54,1.8,9.69,9.5,0.036,137895.14,3.0,ASME B31.3,1654.75,121.11,A333 Gr 6,FS,50.0,5.54,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.02
