CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
1,5,62,15.09,11.48,15.89,15.34,0.068,199258.48,0,0,9170,149,11,0,500,15.09,6070,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,1.708
1,5,62,15.09,11.48,15.99,15,0.122,199258.48,0,0,9170,149,11,0,500,15.09,6070,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,1.708
1,5,62,15.09,11.48,15.49,15.12,0.094,199258.48,0,0,9170,149,11,0,500,15.09,6070,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,1.708
1,5,72,15.09,11.48,15.88,14.92,0.118,199258.48,0,0,9170,149,11,0,500,15.09,6070,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,1.708
1,5,72,15.09,11.48,15.89,15.34,0.068,199258.48,0,0,9170,149,11,0,500,15.09,6070,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,1.708
1,5,72,15.09,11.48,15.99,15,0.122,199258.48,0,0,9170,149,11,0,500,15.09,6070,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,1.708
1,5,72,15.09,11.48,15.49,15.12,0.094,199258.48,0,0,9170,149,11,0,500,15.09,6070,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,1.708
1,5,62,8.74,5.46,8.38,8.19,0.027,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,28,112,18.26,15.33,17.74,17.63,0.014,199258.48,0,0,4220,132.2,10,0,150,18.26,10340,98.9,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,28,112,18.26,3.16,18.69,18.1,0.071,199258.48,0,0,7600,149,10,0,150,18.26,15060,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.177
1,5,62,8.74,5.46,7.61,7.39,0.181,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,62,8.74,5.46,8.07,7.92,0.123,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,62,8.74,5.46,8.25,8.02,0.189,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,62,8.74,5.46,7.87,7.21,0.544,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,62,8.74,5.46,8.42,8.29,0.107,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,74,8.74,5.46,7.61,7.39,0.181,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,74,8.74,5.46,8.07,7.92,0.123,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,74,8.74,5.46,8.25,8.02,0.189,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,74,8.74,5.46,7.87,7.21,0.544,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,74,8.74,5.46,8.42,8.29,0.107,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,73,8.74,5.46,7.61,7.39,0.181,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,73,8.74,5.46,8.07,7.92,0.123,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,73,8.74,5.46,8.25,8.02,0.189,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,73,8.74,5.46,7.87,7.21,0.544,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,73,8.74,5.46,8.42,8.29,0.107,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,71,8.74,5.46,7.61,7.39,0.181,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,71,8.74,5.46,8.07,7.92,0.123,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,71,8.74,5.46,8.25,8.02,0.189,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,71,8.74,5.46,7.87,7.21,0.544,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,71,8.74,5.46,8.42,8.29,0.107,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,68,8.74,5.46,7.61,7.39,0.181,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,68,8.74,5.46,8.07,7.92,0.123,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,68,8.74,5.46,8.25,8.02,0.189,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,68,8.74,5.46,7.87,7.21,0.544,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,68,8.74,5.46,8.42,8.29,0.107,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,72,8.74,5.46,7.61,7.39,0.181,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,72,8.74,5.46,8.07,7.92,0.123,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,72,8.74,5.46,8.25,8.02,0.189,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,72,8.74,5.46,7.87,7.21,0.544,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,5,72,8.74,5.46,8.42,8.29,0.107,199258.48,0,0,38850,149,11,0,50,8.74,26730,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.02
1,3,0,18.26,2.8,18.14,17.25,0.086,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,0,18.26,2.8,18.26,17.7,0.054,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,19,18.26,2.8,18.14,17.25,0.086,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,19,18.26,2.8,18.26,17.7,0.054,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,14,18.26,2.8,18.14,17.25,0.086,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,14,18.26,2.8,18.26,17.7,0.054,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,17,18.26,2.8,18.14,17.25,0.086,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,17,18.26,2.8,18.26,17.7,0.054,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,18,18.26,2.8,18.14,17.25,0.086,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,18,18.26,2.8,18.26,17.7,0.054,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,8,18.26,2.8,18.14,17.25,0.086,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,8,18.26,2.8,18.26,17.7,0.054,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,20,18.26,2.8,18.14,17.25,0.086,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,20,18.26,2.8,18.26,17.7,0.054,192363.72,0,0,3940,176.7,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.672
1,3,18,7.11,5.63,8.1,7.1,0.168,199258.48,0,0,4900,149,11,0,150,7.11,11200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.449
1,3,18,7.11,5.63,8.1,7.85,0.044,199258.48,0,0,4900,149,11,0,150,7.11,11200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.449
1,3,0,7.11,5.63,8.1,7.1,0.168,199258.48,0,0,4900,149,11,0,150,7.11,11200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.449
1,3,0,7.11,5.63,8.1,7.85,0.044,199258.48,0,0,4900,149,11,0,150,7.11,11200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.449
1,3,8,7.11,5.63,8.1,7.1,0.168,199258.48,0,0,4900,149,11,0,150,7.11,11200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.449
1,3,8,7.11,5.63,8.1,7.85,0.044,199258.48,0,0,4900,149,11,0,150,7.11,11200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.449
1,3,8,18.26,15.33,17.1,16.52,0.073,199258.48,0,0,5260,132.2,11,0,150,18.26,10340,98.9,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,3,0,18.26,15.33,17.1,16.52,0.073,199258.48,0,0,5260,132.2,11,0,150,18.26,10340,98.9,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,28,140,7.11,2.8,7,6.9,0.019,137895.14,3,0,1827.11,133.89,3,2,150,7.11,692.92,133.89,1,1.43354,33.2737,1645.13781,135.874302,31.06514,15.38238,839.346929,12.405998,323.93922,13.17459,109.162431,3.574374,0.310651,16.451,1.358743,0.332737,0.153824,8.393469,0.124,3.239,0.131746,1.091624,0.035744,0,3,3211.277,32.111539,0.27
1,28,112,7.11,2.8,7,6.9,0.019,137895.14,3,0,1827.11,133.89,3,2,150,7.11,692.92,133.89,1,1.43354,33.2737,1645.13781,135.874302,31.06514,15.38238,839.346929,12.405998,323.93922,13.17459,109.162431,3.574374,0.310651,16.451,1.358743,0.332737,0.153824,8.393469,0.124,3.239,0.131746,1.091624,0.035744,0,3,3211.277,32.111539,0.27
1,28,123,7.11,2.8,7.12,7.1,0.002,137895.14,3,0,1034.21,121.11,3,2,150,7.11,671.55,62.78,1,1.289737,32.08224,1651.404834,136.078778,30.28052,14.18469,844.220185,7.275246,32.609676,11.868675,108.218905,0.005405,0.302805,16.514,1.360788,0.320822,0.141847,8.442202,0.073,0.326,0.118687,1.082189,5.40E-05,0,3,2900.115,29.001272,0.399
1,28,112,7.11,2.8,7.12,7.1,0.002,137895.14,3,0,1034.21,121.11,3,2,150,7.11,671.55,62.78,1,1.289737,32.08224,1651.404834,136.078778,30.28052,14.18469,844.220185,7.275246,32.609676,11.868675,108.218905,0.005405,0.302805,16.514,1.360788,0.320822,0.141847,8.442202,0.073,0.326,0.118687,1.082189,5.40E-05,0,3,2900.115,29.001272,0.399
1,28,112,7.62,2,7.4,7.29,0.014,137895.14,3,0,1034.21,121.11,3,2,80,7.62,827.37,110,1,1.289737,32.08224,1651.404834,136.078778,30.28052,14.18469,844.220185,7.275246,32.609676,11.868675,108.218905,0.005405,0.302805,16.514,1.360788,0.320822,0.141847,8.442202,0.073,0.326,0.118687,1.082189,5.40E-05,0,3,2900.115,29.001272,0.05
1,28,122,7.62,2,7.4,7.29,0.014,137895.14,3,0,1034.21,121.11,3,2,80,7.62,827.37,110,1,1.289737,32.08224,1651.404834,136.078778,30.28052,14.18469,844.220185,7.275246,32.609676,11.868675,108.218905,0.005405,0.302805,16.514,1.360788,0.320822,0.141847,8.442202,0.073,0.326,0.118687,1.082189,5.40E-05,0,3,2900.115,29.001272,0.05
1,28,123,6.02,2.3,5.82,6.03,0.547,137895.14,3,0,1034.21,121.11,3,2,100,6.02,827.37,110,1,1.287781,33.1284,1645.0938,135.9164,30.8036,15.1515,839.26512,12.0252,32.5032,12.987,109.3432,3.6032,0.308036,16.451,1.359164,0.331284,0.151515,8.392651,0.12,0.325,0.12987,1.093432,0.036032,0,3,2940.294,29.402779,0.159
1,28,112,6.02,2.3,5.82,6.03,0.547,137895.14,3,0,1034.21,121.11,3,2,100,6.02,827.37,110,1,1.287781,33.1284,1645.0938,135.9164,30.8036,15.1515,839.26512,12.0252,32.5032,12.987,109.3432,3.6032,0.308036,16.451,1.359164,0.331284,0.151515,8.392651,0.12,0.325,0.12987,1.093432,0.036032,0,3,2940.294,29.402779,0.159
1,28,122,6.02,2.3,5.82,6.03,0.547,137895.14,3,0,1034.21,121.11,3,2,100,6.02,827.37,110,1,1.287781,33.1284,1645.0938,135.9164,30.8036,15.1515,839.26512,12.0252,32.5032,12.987,109.3432,3.6032,0.308036,16.451,1.359164,0.331284,0.151515,8.392651,0.12,0.325,0.12987,1.093432,0.036032,0,3,2940.294,29.402779,0.159
1,28,112,19.05,2.85,19.6,19.55,0.01,146858.32,3,0,1034.21,121.11,9,2,800,19.05,827.37,110,1,1.287781,33.1284,1645.0938,135.9164,30.8036,15.1515,839.26512,12.0252,32.5032,12.987,109.3432,3.6032,0.308036,16.451,1.359164,0.331284,0.151515,8.392651,0.12,0.325,0.12987,1.093432,0.036032,0,3,2940.294,29.402779,5.027
