CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
3,1,101,17.12,0.36,12.99,12.9,0.01,115142.44,6,0,1030,121,2,1,100,17.12,482.75,113,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,5.044
3,19,108,25.4,1.51,26.8,25.66,0.285,151684.65,3,3,8960,93.33,21,2,50,25.4,4309.22,25.56,1,1.292089,37.66176,781.054272,179.596082,37.789624,13.73736,1119.100365,1.362856,43.714002,10.339095,142.344565,0.001802,0.377896,7.811,1.795961,0.376618,0.137374,11.191004,0.014,0.437,0.103391,1.423446,1.80E-05,0,3,2380.468,23.805566,13.799
3,4,103,15.24,0.1,14.69,14.6,0.01,117900.34,6,2,414,121,19,2,80,15.24,410,121,1,0.012838,0.313848,15.201054,1.247905,0.284788,0.15873,7.767052,0.240504,0.299814,0.1443,0.983207,1.282739,0.002848,0.152,0.012479,0.003138,0.001587,0.077671,0.002,0.003,0.001443,0.009832,0.012827,0,3,29.032,0.289755,0.641
3,11,104,14.27,0.25,13.49,13.4,0.057,117900.34,6,2,414,121,19,2,150,14.27,410,121,1,0.012838,0.313848,15.201054,1.247905,0.284788,0.15873,7.767052,0.240504,0.299814,0.1443,0.983207,1.282739,0.002848,0.152,0.012479,0.003138,0.001587,0.077671,0.002,0.003,0.001443,0.009832,0.012827,0,3,29.032,0.289755,0.641
3,34,109,41.15,2.99,42.2,41.8,0.1,151684.65,3,3,8960,93.33,21,2,100,41.15,4309.22,25.56,1,1.292089,37.66176,781.054272,179.596082,37.789624,13.73736,1119.100365,1.362856,43.714002,10.339095,142.344565,0.001802,0.377896,7.811,1.795961,0.376618,0.137374,11.191004,0.014,0.437,0.103391,1.423446,1.80E-05,0,3,2380.468,23.805566,13.799
3,11,104,14.27,0.52,13.79,13.73,0.007,137895.14,6,0,1030,121,4,2,150,14.27,482.75,113,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,5.044
2,22,99,8.74,0.73,16.1,15.43,0.178,448000,3,1,15000,70,14,2,50,8.74,13240,60,1,1.292089,37.66176,781.054272,179.596082,37.789624,13.73736,1119.100365,1.362856,43.714002,10.339095,142.344565,0.001802,0.377896,7.811,1.795961,0.376618,0.137374,11.191004,0.014,0.437,0.103391,1.423446,1.80E-05,0,3,2380.468,23.805566,4.346
3,18,107,11.07,0.07,10.17,10.1,0.044,117900.34,6,2,414,121,19,2,50,11.07,410,121,1,0.012838,0.313848,15.201054,1.247905,0.284788,0.15873,7.767052,0.240504,0.299814,0.1443,0.983207,1.282739,0.002848,0.152,0.012479,0.003138,0.001587,0.077671,0.002,0.003,0.001443,0.009832,0.012827,0,3,29.032,0.289755,0.641
3,2,102,8.74,1.66,26.3,25.39,0.227,137895.14,3,3,8960,93.33,20,2,50,8.74,4309.22,25.56,1,1.292089,37.66176,781.054272,179.596082,37.789624,13.73736,1119.100365,1.362856,43.714002,10.339095,142.344565,0.001802,0.377896,7.811,1.795961,0.376618,0.137374,11.191004,0.014,0.437,0.103391,1.423446,1.80E-05,0,3,2380.468,23.805566,13.799
3,0,100,14.27,0.25,14,13.42,0.153,117900.34,6,2,414,121,19,2,150,14.27,345,60,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,2.909
3,16,105,11.07,0.07,10.45,10.3,0.095,117900.34,6,2,414,121,19,2,50,11.07,410,121,1,0.012838,0.313848,15.201054,1.247905,0.284788,0.15873,7.767052,0.240504,0.299814,0.1443,0.983207,1.282739,0.002848,0.152,0.012479,0.003138,0.001587,0.077671,0.002,0.003,0.001443,0.009832,0.012827,0,3,29.032,0.289755,0.641
3,17,106,11.07,0.07,10.34,10.2,0.088,117900.34,6,2,414,121,19,2,50,11.07,410,121,1,0.012838,0.313848,15.201054,1.247905,0.284788,0.15873,7.767052,0.240504,0.299814,0.1443,0.983207,1.282739,0.002848,0.152,0.012479,0.003138,0.001587,0.077671,0.002,0.003,0.001443,0.009832,0.012827,0,3,29.032,0.289755,0.641
3,120,110,11.07,0.07,10.52,10.3,0.139,117900.34,6,2,414,121,19,2,50,11.07,410,121,1,0.012838,0.313848,15.201054,1.247905,0.284788,0.15873,7.767052,0.240504,0.299814,0.1443,0.983207,1.282739,0.002848,0.152,0.012479,0.003138,0.001587,0.077671,0.002,0.003,0.001443,0.009832,0.012827,0,3,29.032,0.289755,0.641
1,36,130,15.08,8.65,17.5,17.18,0.062,137895.14,3,0,8963.18,93.33,7,2,450,23.82,4205.8,25.55,1,1.292089,37.66176,781.054272,179.596082,37.789624,13.73736,1119.100365,1.362856,43.714002,10.339095,142.344565,0.001802,0.377896,7.811,1.795961,0.376618,0.137374,11.191004,0.014,0.437,0.103391,1.423446,1.80E-05,0,3,2380.468,23.805566,0.764
1,36,130,5.54,1.8,8.02,6.77,0.116,137895.14,3,0,1689.22,121.22,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.022
1,36,130,7.11,2.8,8,6.5,0.31,137895.14,3,0,1034.21,121.11,1,2,150,7.11,792.9,122.22,1,1.43354,33.2737,1645.13781,135.874302,31.06514,15.38238,839.346929,12.405998,323.93922,13.17459,109.162431,3.574374,0.310651,16.451,1.358743,0.332737,0.153824,8.393469,0.124,3.239,0.131746,1.091624,0.035744,0,3,3211.277,32.111539,0.069
3,21,87,25.4,2.81,26.6,25.4,0.441,170989.97,0,2,9170,149,16,0,100,25.4,6030,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,2,2932.968,29.329836,0.222
3,22,90,16.6,1.41,17.7,17,0.257,170989.97,0,2,9170,149,16,0,50,16.6,6030,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,2,2932.968,29.329836,0.222
3,23,91,20.6,2.11,21.5,20.55,0.349,170989.97,0,2,9170,149,16,0,80,20.6,6030,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,2,2932.968,29.329836,0.222
3,21,87,25.4,1.36,27.2,25.3,0.421,170989.97,0,2,9170,149,16,0,100,25.4,6030,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,2,2932.966,29.329836,0.12
1,36,130,7.11,2.8,6.2,6.01,0.018,137895.14,3,0,413.69,60,1,2,150,7.11,100,25,1,1.287781,33.1284,1645.0938,135.9164,30.8036,15.1515,839.26512,12.0252,32.5032,12.987,109.3432,3.6032,0.308036,16.451,1.359164,0.331284,0.151515,8.392651,0.12,0.325,0.12987,1.093432,0.036032,0,3,2940.294,29.402779,1.706
3,23,91,11.07,3.42,11.55,11.55,0,137895.14,7.5,2,1030,149,21,2,50,11.07,700,94.1,1,1.283777,11.0428,978.3423,73.0701,9.8804,5.772,517.16184,88.1848,24.6576,5.0505,39.681,700.8224,0.098804,9.783,0.730701,0.110428,0.05772,5.171618,0.882,0.247,0.050505,0.39681,7.008224,0,3,2567.581,25.675458,3.263
0,21,89,5.54,0.24,5.79,5.21,0.068,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.279
0,21,88,5.54,0.24,5.79,5.21,0.068,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.279
0,22,90,5.54,0.24,5.69,5.21,0.057,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.279
0,23,92,3.91,0.25,4.38,3.76,0.073,115142.44,0,2,1100,60,18,1,50,3.91,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.009
0,23,94,3.91,0.25,4.38,3.76,0.073,115142.44,0,2,1100,60,18,1,50,3.91,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.009
3,13,83,5.54,0.24,6.11,5.23,0.104,115142.44,0,2,1100,60,18,1,50,5.54,860,25,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,4.248
3,14,84,5.54,0.24,5.82,5.25,0.067,115142.44,0,2,1100,60,18,1,50,5.54,860,25,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,4.248
3,15,85,5.54,0.24,5.82,5.26,0.066,115142.44,0,2,1100,60,18,1,50,5.54,860,25,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,4.248
3,24,95,5.54,0.24,5.69,5.33,0.042,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.84
3,25,96,5.54,0.24,5.79,5.33,0.054,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.84
3,26,97,5.54,0.24,5.67,5.32,0.041,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.84
0,22,90,3.91,0.35,4.4,3.8,0.071,115142.44,0,2,1520,60,22,1,50,3.91,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.009
0,22,92,3.91,0.35,4.4,3.8,0.071,115142.44,0,2,1520,60,22,1,50,3.91,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.009
0,23,92,3.91,0.35,4.4,3.8,0.071,115142.44,0,2,1520,60,18,1,50,3.91,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.009
0,23,94,3.91,0.35,4.4,3.8,0.071,115142.44,0,2,1520,60,18,1,50,3.91,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.009
1,36,130,5.54,1.8,11.8,5.7,0.664,137895.14,3,0,1882.27,121.11,7,2,50,5.54,100,35,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.02
1,36,130,5.54,1.8,7.4,7.25,0.02,137895.14,3,0,413.69,121.11,7,2,50,5.54,344.74,110,1,1.292089,37.66176,781.054272,179.596082,37.789624,13.73736,1119.100365,1.362856,43.714002,10.339095,142.344565,0.001802,0.377896,7.811,1.795961,0.376618,0.137374,11.191004,0.014,0.437,0.103391,1.423446,1.80E-05,0,3,2380.468,23.805566,0.007
1,36,130,5.54,1.8,5.97,5.81,0.525,137895.14,3,0,3861.06,121.11,1,2,50,5.54,100,35,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.003
1,36,130,9.52,6.79,11.09,10.48,0.058,206842.71,0,0,20684.27,121.11,11,0,125,9.52,15171,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.968,29.329836,0.414
1,36,130,6.55,2.3,8.14,7.72,0.038,206842.71,0,0,5400,121.11,11,0,125,6.55,10340,98.89,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.968,29.329836,0.263
1,62,193,6.35,1.8,6.15,6.05,0.048,137895.14,3,0,8963.18,93.33,7,2,25,6.35,4205,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0
1,62,193,6.35,1.8,6.22,5.89,0.16,137895.14,3,0,8963.18,93.33,7,2,25,6.35,4205,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0
1,62,173,6.35,1.8,6.15,6.05,0.048,137895.14,3,0,8963.18,93.33,7,2,25,6.35,4205,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0
1,62,173,6.35,1.8,6.22,5.89,0.16,137895.14,3,0,8963.18,93.33,7,2,25,6.35,4205,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0
1,94,192,6.02,2.3,6.04,9.66,0.596,137895.14,3,0,1689.22,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.212
1,94,192,6.02,2.3,6.04,7.53,0.031,137895.14,3,0,1689.22,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.212
1,94,192,6.02,2.3,9.56,9.85,0.046,137895.14,3,0,1689.22,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.212
1,94,214,6.02,2.3,6.04,9.66,0.596,137895.14,3,0,1689.22,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.212
1,94,214,6.02,2.3,6.04,7.53,0.031,137895.14,3,0,1689.22,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.212
1,94,214,6.02,2.3,9.56,9.85,0.046,137895.14,3,0,1689.22,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.212
1,94,210,6.02,2.3,6.04,9.66,0.596,137895.14,3,0,1689.22,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.212
1,94,210,6.02,2.3,6.04,7.53,0.031,137895.14,3,0,1689.22,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.212
1,94,210,6.02,2.3,9.56,9.85,0.046,137895.14,3,0,1689.22,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.212
1,91,179,5.54,1.8,11.34,6.7,0.652,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,179,5.54,1.8,11.57,10.08,0.678,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,219,5.54,1.8,11.34,6.7,0.652,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,219,5.54,1.8,11.57,10.08,0.678,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,221,5.54,1.8,11.34,6.7,0.652,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,221,5.54,1.8,11.57,10.08,0.678,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,215,5.54,1.8,11.34,6.7,0.652,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,215,5.54,1.8,11.57,10.08,0.678,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,213,5.54,1.8,11.34,6.7,0.652,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,213,5.54,1.8,11.57,10.08,0.678,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,205,5.54,1.8,11.34,6.7,0.652,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,205,5.54,1.8,11.57,10.08,0.678,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,217,5.54,1.8,11.34,6.7,0.652,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,217,5.54,1.8,11.57,10.08,0.678,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,211,5.54,1.8,11.34,6.7,0.652,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,211,5.54,1.8,11.57,10.08,0.678,137895.14,3,0,1689.22,121.11,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.224
1,91,193,5.54,1.8,7.65,5.8,0.139,137895.14,3,0,1689.22,121,1,2,50,5.54,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.328
